Local time,Open,High,Low,Close,Volume
06.01.2008 01:30:00.000 GMT+0330,0.87029,0.87029,0.87029,0.87029,0
07.01.2008 01:30:00.000 GMT+0330,0.87070,0.87664,0.86827,0.87660,34851.3799
08.01.2008 01:30:00.000 GMT+0330,0.87665,0.88437,0.87647,0.88198,36873.05989999999
09.01.2008 01:30:00.000 GMT+0330,0.88197,0.88587,0.87842,0.88457,36306.2897
10.01.2008 01:30:00.000 GMT+0330,0.88463,0.89752,0.88107,0.89555,33344.6681
11.01.2008 01:30:00.000 GMT+0330,0.89553,0.89702,0.88977,0.89091,30875.969899999996
12.01.2008 01:30:00.000 GMT+0330,0.89091,0.89091,0.89091,0.89091,0
13.01.2008 01:30:00.000 GMT+0330,0.89091,0.89091,0.89091,0.89091,0
14.01.2008 01:30:00.000 GMT+0330,0.89572,0.90037,0.89417,0.89887,24140.849799999996
15.01.2008 01:30:00.000 GMT+0330,0.89897,0.90187,0.87802,0.88426,43491.12030000001
16.01.2008 01:30:00.000 GMT+0330,0.88424,0.88677,0.87437,0.88197,50685.9994
17.01.2008 01:30:00.000 GMT+0330,0.88207,0.88802,0.86997,0.87337,43519.50979999999
18.01.2008 01:30:00.000 GMT+0330,0.87342,0.88519,0.87207,0.88002,42642.57029999999
19.01.2008 01:30:00.000 GMT+0330,0.88002,0.88002,0.88002,0.88002,0
20.01.2008 01:30:00.000 GMT+0330,0.88002,0.88002,0.88002,0.88002,0
21.01.2008 01:30:00.000 GMT+0330,0.87662,0.87737,0.85664,0.86169,36552.9801
22.01.2008 01:30:00.000 GMT+0330,0.86182,0.87432,0.85117,0.87067,53934.479699999996
23.01.2008 01:30:00.000 GMT+0330,0.87062,0.87477,0.86102,0.87207,57870.299300000006
24.01.2008 01:30:00.000 GMT+0330,0.87212,0.88407,0.87017,0.88367,35586.7301
25.01.2008 01:30:00.000 GMT+0330,0.88362,0.88527,0.87715,0.88017,35303.299999999996
26.01.2008 01:30:00.000 GMT+0330,0.88017,0.88017,0.88017,0.88017,0
27.01.2008 01:30:00.000 GMT+0330,0.88017,0.88017,0.88017,0.88017,0
28.01.2008 01:30:00.000 GMT+0330,0.87857,0.88957,0.87667,0.88717,30302.869800000004
29.01.2008 01:30:00.000 GMT+0330,0.88727,0.89037,0.88587,0.88819,28509.189799999996
30.01.2008 01:30:00.000 GMT+0330,0.88822,0.90147,0.88154,0.88897,36810.0299
31.01.2008 01:30:00.000 GMT+0330,0.88892,0.89812,0.88735,0.89567,36515.8641
01.02.2008 01:30:00.000 GMT+0330,0.89577,0.90462,0.89487,0.90427,33429.3704
02.02.2008 01:30:00.000 GMT+0330,0.90427,0.90427,0.90427,0.90427,0
03.02.2008 01:30:00.000 GMT+0330,0.90427,0.90427,0.90427,0.90427,0
04.02.2008 01:30:00.000 GMT+0330,0.90432,0.90998,0.90357,0.90577,28156.8598
05.02.2008 01:30:00.000 GMT+0330,0.90570,0.90907,0.89402,0.89687,45137.31
06.02.2008 01:30:00.000 GMT+0330,0.89683,0.89987,0.89047,0.89167,38891.0797
07.02.2008 01:30:00.000 GMT+0330,0.89177,0.89750,0.88737,0.89607,35203.119999999995
08.02.2008 01:30:00.000 GMT+0330,0.89608,0.89857,0.89147,0.89512,25009.77990000001
09.02.2008 01:30:00.000 GMT+0330,0.89512,0.89512,0.89512,0.89512,0
10.02.2008 01:30:00.000 GMT+0330,0.89512,0.89512,0.89512,0.89512,0
11.02.2008 01:30:00.000 GMT+0330,0.90043,0.90577,0.90032,0.90348,27912.259999999995
12.02.2008 01:30:00.000 GMT+0330,0.90357,0.90847,0.90207,0.90427,27471.589800000005
13.02.2008 01:30:00.000 GMT+0330,0.90421,0.90457,0.89227,0.90247,37198.20010000001
14.02.2008 01:30:00.000 GMT+0330,0.90257,0.90650,0.90027,0.90172,25889.788000000008
15.02.2008 01:30:00.000 GMT+0330,0.90177,0.90977,0.90148,0.90822,28676.3399
16.02.2008 01:30:00.000 GMT+0330,0.90822,0.90822,0.90822,0.90822,0
17.02.2008 01:30:00.000 GMT+0330,0.90822,0.90822,0.90822,0.90822,0
18.02.2008 01:30:00.000 GMT+0330,0.91272,0.91977,0.91018,0.91867,20259.8302
19.02.2008 01:30:00.000 GMT+0330,0.91862,0.92369,0.91552,0.91622,34699.29989999999
20.02.2008 01:30:00.000 GMT+0330,0.91620,0.91987,0.91117,0.91867,37087.41010000001
21.02.2008 01:30:00.000 GMT+0330,0.91865,0.92073,0.91657,0.91867,28566.5299
22.02.2008 01:30:00.000 GMT+0330,0.91863,0.92502,0.91767,0.92327,31249.95
23.02.2008 01:30:00.000 GMT+0330,0.92327,0.92327,0.92327,0.92327,0
24.02.2008 01:30:00.000 GMT+0330,0.92327,0.92327,0.92327,0.92327,0
25.02.2008 01:30:00.000 GMT+0330,0.92358,0.92937,0.92227,0.92857,30247.539999999997
26.02.2008 01:30:00.000 GMT+0330,0.92852,0.93487,0.92527,0.93427,36185.3905
27.02.2008 01:30:00.000 GMT+0330,0.93429,0.94579,0.93347,0.94297,43464.430100000005
28.02.2008 01:30:00.000 GMT+0330,0.94307,0.94967,0.93669,0.94657,33410.3699
29.02.2008 01:30:00.000 GMT+0330,0.94650,0.94857,0.93094,0.93139,44067.95020000001
01.03.2008 01:30:00.000 GMT+0330,0.93139,0.93139,0.93139,0.93139,0
02.03.2008 01:30:00.000 GMT+0330,0.93139,0.93139,0.93139,0.93139,0
03.03.2008 01:30:00.000 GMT+0330,0.92992,0.94210,0.92864,0.93697,42349.780399999996
04.03.2008 01:30:00.000 GMT+0330,0.93707,0.93887,0.92172,0.92722,41603.93019999999
05.03.2008 01:30:00.000 GMT+0330,0.92732,0.93654,0.92287,0.93467,39202.9202
06.03.2008 01:30:00.000 GMT+0330,0.93477,0.93837,0.92457,0.92932,36018.3201
07.03.2008 01:30:00.000 GMT+0330,0.92942,0.93732,0.92602,0.92757,41678.310000000005
08.03.2008 01:30:00.000 GMT+0330,0.92757,0.92757,0.92757,0.92757,0
09.03.2008 01:30:00.000 GMT+0330,0.92757,0.92757,0.92757,0.92757,0
10.03.2008 00:30:00.000 GMT+0330,0.92975,0.93087,0.91477,0.91647,37982.009900000005
11.03.2008 00:30:00.000 GMT+0330,0.91657,0.93110,0.91497,0.92873,39123.5803
12.03.2008 00:30:00.000 GMT+0330,0.92872,0.93917,0.92807,0.93782,38743.0603
13.03.2008 00:30:00.000 GMT+0330,0.93777,0.94712,0.93265,0.94357,37398.42009999999
14.03.2008 00:30:00.000 GMT+0330,0.94348,0.94497,0.93512,0.93694,41133.76
15.03.2008 00:30:00.000 GMT+0330,0.93694,0.93694,0.93694,0.93694,0
16.03.2008 00:30:00.000 GMT+0330,0.93694,0.93694,0.93694,0.93694,0
17.03.2008 00:30:00.000 GMT+0330,0.93442,0.93694,0.91245,0.91923,40353.909900000006
18.03.2008 00:30:00.000 GMT+0330,0.91922,0.93257,0.91712,0.93071,44475.9599
19.03.2008 00:30:00.000 GMT+0330,0.93069,0.93537,0.91129,0.91220,45842.8896
20.03.2008 00:30:00.000 GMT+0330,0.91218,0.91667,0.89521,0.90032,40905.97050000001
21.03.2008 01:30:00.000 GMT+0430,0.90027,0.90292,0.89849,0.90142,4591.83
22.03.2008 01:30:00.000 GMT+0430,0.90142,0.90142,0.90142,0.90142,0
23.03.2008 01:30:00.000 GMT+0430,0.90142,0.90142,0.90142,0.90142,0
24.03.2008 01:30:00.000 GMT+0430,0.89857,0.91072,0.89772,0.90932,19614.730000000003
25.03.2008 01:30:00.000 GMT+0430,0.90942,0.91782,0.90847,0.91637,36702.679899999996
26.03.2008 01:30:00.000 GMT+0430,0.91647,0.92419,0.91209,0.91890,36973.89999999999
27.03.2008 01:30:00.000 GMT+0430,0.91877,0.92527,0.91662,0.91917,34604.2488
28.03.2008 01:30:00.000 GMT+0430,0.91927,0.92422,0.91513,0.91754,36396.16010000001
29.03.2008 01:30:00.000 GMT+0430,0.91754,0.91754,0.91754,0.91754,0
30.03.2008 01:30:00.000 GMT+0430,0.91754,0.91754,0.91754,0.91754,0
31.03.2008 01:30:00.000 GMT+0430,0.91630,0.91807,0.91032,0.91310,35433.6497
01.04.2008 01:30:00.000 GMT+0430,0.91311,0.91477,0.90307,0.90767,37805.630399999995
02.04.2008 01:30:00.000 GMT+0430,0.90759,0.91574,0.90547,0.91401,39124.12999999999
03.04.2008 01:30:00.000 GMT+0430,0.91397,0.91767,0.90914,0.91109,34201.2403
04.04.2008 01:30:00.000 GMT+0430,0.91111,0.92280,0.91059,0.92159,32556.219699999998
05.04.2008 01:30:00.000 GMT+0430,0.92159,0.92159,0.92159,0.92159,0
06.04.2008 01:30:00.000 GMT+0430,0.92159,0.92159,0.92159,0.92159,0
07.04.2008 01:30:00.000 GMT+0430,0.91977,0.92835,0.91772,0.92687,27639.750099999997
08.04.2008 01:30:00.000 GMT+0430,0.92689,0.93217,0.92417,0.93067,33970.54
09.04.2008 01:30:00.000 GMT+0430,0.93068,0.93230,0.92612,0.93147,33773.750199999995
10.04.2008 01:30:00.000 GMT+0430,0.93149,0.93459,0.92937,0.93191,31816.6999
11.04.2008 01:30:00.000 GMT+0430,0.93189,0.93397,0.92727,0.92897,34215.5604
12.04.2008 01:30:00.000 GMT+0430,0.92897,0.92897,0.92897,0.92897,0
13.04.2008 01:30:00.000 GMT+0430,0.92897,0.92897,0.92897,0.92897,0
14.04.2008 01:30:00.000 GMT+0430,0.92204,0.92897,0.92050,0.92587,35248.8196
15.04.2008 01:30:00.000 GMT+0430,0.92597,0.93077,0.92328,0.92587,38074.53000000001
16.04.2008 01:30:00.000 GMT+0430,0.92582,0.94004,0.92497,0.93727,38091.63980000001
17.04.2008 01:30:00.000 GMT+0430,0.93722,0.93937,0.93368,0.93737,36755.53
18.04.2008 01:30:00.000 GMT+0430,0.93747,0.93947,0.92705,0.93426,41830.2698
19.04.2008 01:30:00.000 GMT+0430,0.93426,0.93426,0.93426,0.93426,0
20.04.2008 01:30:00.000 GMT+0430,0.93426,0.93426,0.93426,0.93426,0
21.04.2008 01:30:00.000 GMT+0430,0.93602,0.94427,0.93426,0.94321,35403.0299
22.04.2008 01:30:00.000 GMT+0430,0.94324,0.94727,0.93907,0.94607,42793.90030000001
23.04.2008 01:30:00.000 GMT+0430,0.94602,0.95407,0.94560,0.94787,44125.97029999999
24.04.2008 01:30:00.000 GMT+0430,0.94784,0.94784,0.93725,0.93977,44708.0099
25.04.2008 01:30:00.000 GMT+0430,0.93975,0.94198,0.92907,0.93187,40468.18040000001
26.04.2008 01:30:00.000 GMT+0430,0.93187,0.93187,0.93187,0.93187,0
27.04.2008 01:30:00.000 GMT+0430,0.93187,0.93187,0.93187,0.93187,0
28.04.2008 01:30:00.000 GMT+0430,0.93532,0.94037,0.93187,0.93682,29267.949999999993
29.04.2008 01:30:00.000 GMT+0430,0.93687,0.93752,0.92924,0.93177,45485.3599
30.04.2008 01:30:00.000 GMT+0430,0.93172,0.94715,0.93156,0.94377,67366.6676
01.05.2008 01:30:00.000 GMT+0430,0.94380,0.94387,0.93067,0.93209,41182.15039999999
02.05.2008 01:30:00.000 GMT+0430,0.93212,0.93842,0.92747,0.93595,41607.979699999996
03.05.2008 01:30:00.000 GMT+0430,0.93595,0.93595,0.93595,0.93595,0
04.05.2008 01:30:00.000 GMT+0430,0.93595,0.93595,0.93595,0.93595,0
05.05.2008 01:30:00.000 GMT+0430,0.93740,0.94697,0.93595,0.94629,19875.000100000005
06.05.2008 01:30:00.000 GMT+0430,0.94627,0.95056,0.94327,0.94897,36251.259900000005
07.05.2008 01:30:00.000 GMT+0430,0.94892,0.94897,0.93487,0.93752,42266.9102
08.05.2008 01:30:00.000 GMT+0430,0.93751,0.94561,0.93558,0.94362,43575.259900000005
09.05.2008 01:30:00.000 GMT+0430,0.94361,0.94521,0.93835,0.94312,34400.339799999994
10.05.2008 01:30:00.000 GMT+0430,0.94312,0.94312,0.94312,0.94312,0
11.05.2008 01:30:00.000 GMT+0430,0.94312,0.94312,0.94312,0.94312,0
12.05.2008 01:30:00.000 GMT+0430,0.93757,0.94793,0.93557,0.94591,32237.390099999997
13.05.2008 01:30:00.000 GMT+0430,0.94589,0.94767,0.93844,0.94147,44036.979900000006
14.05.2008 01:30:00.000 GMT+0430,0.94157,0.94207,0.93029,0.93207,46344.6403
15.05.2008 01:30:00.000 GMT+0430,0.93209,0.94191,0.92907,0.94137,46421.5094
16.05.2008 01:30:00.000 GMT+0430,0.94140,0.95592,0.94056,0.95446,39996.78020000001
17.05.2008 01:30:00.000 GMT+0430,0.95446,0.95446,0.95446,0.95446,0
18.05.2008 01:30:00.000 GMT+0430,0.95446,0.95446,0.95446,0.95446,0
19.05.2008 01:30:00.000 GMT+0430,0.95356,0.95627,0.95099,0.95379,30795.6803
20.05.2008 01:30:00.000 GMT+0430,0.95378,0.96177,0.95177,0.95757,42103.1498
21.05.2008 01:30:00.000 GMT+0430,0.95751,0.96532,0.95749,0.96339,39764.1295
22.05.2008 01:30:00.000 GMT+0430,0.96346,0.96489,0.95432,0.95679,40003.9301
23.05.2008 01:30:00.000 GMT+0430,0.95678,0.96367,0.95550,0.95997,29575.369699999992
24.05.2008 01:30:00.000 GMT+0430,0.95997,0.95997,0.95997,0.95997,0
25.05.2008 01:30:00.000 GMT+0430,0.95997,0.95997,0.95997,0.95997,0
26.05.2008 01:30:00.000 GMT+0430,0.95937,0.96169,0.95844,0.96120,15090.39
27.05.2008 01:30:00.000 GMT+0430,0.96115,0.96351,0.95621,0.95689,35292.22
28.05.2008 01:30:00.000 GMT+0430,0.95691,0.96367,0.95617,0.96308,42999.8899
29.05.2008 01:30:00.000 GMT+0430,0.96307,0.96367,0.95362,0.95479,45364.51029999999
30.05.2008 01:30:00.000 GMT+0430,0.95480,0.95787,0.95117,0.95540,43565.520000000004
31.05.2008 01:30:00.000 GMT+0430,0.95540,0.95540,0.95540,0.95540,0
01.06.2008 01:30:00.000 GMT+0430,0.95540,0.95585,0.95540,0.95585,0
02.06.2008 01:30:00.000 GMT+0430,0.95323,0.95667,0.95017,0.95391,36771.8902
03.06.2008 01:30:00.000 GMT+0430,0.95387,0.96122,0.94897,0.94979,45641.47000000001
04.06.2008 01:30:00.000 GMT+0430,0.94977,0.96287,0.94861,0.95649,50077.000100000005
05.06.2008 01:30:00.000 GMT+0430,0.95647,0.96101,0.95107,0.96037,76236.22200000001
06.06.2008 01:30:00.000 GMT+0430,0.96038,0.96406,0.95647,0.95916,72237.9194
07.06.2008 01:30:00.000 GMT+0430,0.95916,0.95916,0.95916,0.95916,0
08.06.2008 01:30:00.000 GMT+0430,0.95916,0.95916,0.95916,0.95916,0
09.06.2008 01:30:00.000 GMT+0430,0.96172,0.96467,0.94603,0.94910,46308.328
10.06.2008 01:30:00.000 GMT+0430,0.94911,0.95177,0.94387,0.94499,46781.289800000006
11.06.2008 01:30:00.000 GMT+0430,0.94497,0.94921,0.94344,0.94661,39097.98020000001
12.06.2008 01:30:00.000 GMT+0430,0.94666,0.94680,0.93272,0.93842,46834.85049999999
13.06.2008 01:30:00.000 GMT+0430,0.93844,0.94107,0.93338,0.93864,37419.7001
14.06.2008 01:30:00.000 GMT+0430,0.93864,0.93864,0.93864,0.93864,0
15.06.2008 01:30:00.000 GMT+0430,0.93864,0.93864,0.93864,0.93864,0
16.06.2008 01:30:00.000 GMT+0430,0.93727,0.94247,0.93694,0.94182,30681.779899999998
17.06.2008 01:30:00.000 GMT+0430,0.94189,0.94532,0.93887,0.94470,39621.5094
18.06.2008 01:30:00.000 GMT+0430,0.94471,0.94731,0.94027,0.94609,35906.860199999996
19.06.2008 01:30:00.000 GMT+0430,0.94607,0.95184,0.94511,0.94956,32080.78970000001
20.06.2008 01:30:00.000 GMT+0430,0.94954,0.95667,0.94918,0.95402,31391.999900000006
21.06.2008 01:30:00.000 GMT+0430,0.95402,0.95402,0.95402,0.95402,0
22.06.2008 01:30:00.000 GMT+0430,0.95402,0.95402,0.95402,0.95402,0
23.06.2008 01:30:00.000 GMT+0430,0.95517,0.95597,0.94927,0.95159,32634.35
24.06.2008 01:30:00.000 GMT+0430,0.95167,0.95857,0.94992,0.95649,34117.57000000001
25.06.2008 01:30:00.000 GMT+0430,0.95650,0.96002,0.95318,0.95897,35554.6502
26.06.2008 01:30:00.000 GMT+0430,0.95896,0.96097,0.95417,0.95557,38978.139800000004
27.06.2008 01:30:00.000 GMT+0430,0.95553,0.96327,0.95537,0.96029,31487.419700000002
28.06.2008 01:30:00.000 GMT+0430,0.96029,0.96029,0.96029,0.96029,0
29.06.2008 01:30:00.000 GMT+0430,0.96029,0.96029,0.96029,0.96029,0
30.06.2008 01:30:00.000 GMT+0430,0.96250,0.96668,0.95527,0.95897,34510.54
01.07.2008 01:30:00.000 GMT+0430,0.95901,0.95917,0.95118,0.95457,38688.170199999986
02.07.2008 01:30:00.000 GMT+0430,0.95454,0.96507,0.95331,0.96127,38124.9999
03.07.2008 01:30:00.000 GMT+0430,0.96128,0.96317,0.95817,0.96047,31228.3098
04.07.2008 01:30:00.000 GMT+0430,0.96044,0.96387,0.95992,0.96315,15542.37
05.07.2008 01:30:00.000 GMT+0430,0.96315,0.96315,0.96315,0.96315,0
06.07.2008 01:30:00.000 GMT+0430,0.96315,0.96315,0.96315,0.96315,0
07.07.2008 01:30:00.000 GMT+0430,0.96116,0.96315,0.95158,0.95561,39131.93000000001
08.07.2008 01:30:00.000 GMT+0430,0.95564,0.95589,0.95017,0.95262,33286.25000000001
09.07.2008 01:30:00.000 GMT+0430,0.95261,0.95902,0.94757,0.95517,43586.9303
10.07.2008 01:30:00.000 GMT+0430,0.95515,0.96382,0.95436,0.96130,36486.8402
11.07.2008 01:30:00.000 GMT+0430,0.96135,0.97161,0.95957,0.96556,34815.52
12.07.2008 01:30:00.000 GMT+0430,0.96556,0.96556,0.96556,0.96556,0
13.07.2008 01:30:00.000 GMT+0430,0.96556,0.96556,0.96556,0.96556,0
14.07.2008 01:30:00.000 GMT+0430,0.96670,0.97355,0.96556,0.97241,33113.7699
15.07.2008 01:30:00.000 GMT+0430,0.97238,0.98497,0.97205,0.98091,47424.9303
16.07.2008 01:30:00.000 GMT+0430,0.98088,0.98148,0.97277,0.97529,42721.1204
17.07.2008 01:30:00.000 GMT+0430,0.97523,0.97906,0.96769,0.97154,40279.18970000001
18.07.2008 01:30:00.000 GMT+0430,0.97157,0.97374,0.97011,0.97017,28650.9699
19.07.2008 01:30:00.000 GMT+0430,0.97017,0.97017,0.97017,0.97017,0
20.07.2008 01:30:00.000 GMT+0430,0.97017,0.97017,0.97017,0.97017,0
21.07.2008 01:30:00.000 GMT+0430,0.97429,0.97715,0.97017,0.97617,32219.180100000005
22.07.2008 01:30:00.000 GMT+0430,0.97619,0.97921,0.96849,0.97226,36603.56960000001
23.07.2008 01:30:00.000 GMT+0430,0.97229,0.97344,0.95959,0.96027,50872.4501
24.07.2008 01:30:00.000 GMT+0430,0.96037,0.96361,0.95387,0.95564,48120.159799999994
25.07.2008 01:30:00.000 GMT+0430,0.95563,0.96067,0.95474,0.95583,39681.1199
26.07.2008 01:30:00.000 GMT+0430,0.95583,0.95583,0.95583,0.95583,0
27.07.2008 01:30:00.000 GMT+0430,0.95583,0.95583,0.95583,0.95583,0
28.07.2008 01:30:00.000 GMT+0430,0.95290,0.95938,0.95285,0.95814,31363.780100000004
29.07.2008 01:30:00.000 GMT+0430,0.95812,0.95848,0.94751,0.94909,40216.14009999999
30.07.2008 01:30:00.000 GMT+0430,0.94910,0.95041,0.94112,0.94355,52932.3103
31.07.2008 01:30:00.000 GMT+0430,0.94352,0.94755,0.93657,0.93729,51132.700199999985
01.08.2008 01:30:00.000 GMT+0430,0.93731,0.93852,0.92862,0.92909,40862.3602
02.08.2008 01:30:00.000 GMT+0430,0.92909,0.92909,0.92909,0.92909,0
03.08.2008 01:30:00.000 GMT+0430,0.92909,0.92909,0.92909,0.92909,0
04.08.2008 01:30:00.000 GMT+0430,0.93167,0.93458,0.92616,0.92707,38939.240000000005
05.08.2008 01:30:00.000 GMT+0430,0.92710,0.92887,0.91320,0.91726,51131.2204
06.08.2008 01:30:00.000 GMT+0430,0.91727,0.92047,0.90637,0.91014,45071.4099
07.08.2008 01:30:00.000 GMT+0430,0.91017,0.91292,0.90047,0.90107,47557.02970000001
08.08.2008 01:30:00.000 GMT+0430,0.90102,0.90117,0.88661,0.88911,59160.869799999986
09.08.2008 01:30:00.000 GMT+0430,0.88911,0.88911,0.88911,0.88911,0
10.08.2008 01:30:00.000 GMT+0430,0.88911,0.88911,0.88911,0.88911,0
11.08.2008 01:30:00.000 GMT+0430,0.88744,0.89518,0.87884,0.88257,49209.23999999999
12.08.2008 01:30:00.000 GMT+0430,0.88258,0.88267,0.86653,0.86788,68364.37019999999
13.08.2008 01:30:00.000 GMT+0430,0.86787,0.87715,0.85906,0.87075,73022.17980000001
14.08.2008 01:30:00.000 GMT+0430,0.87078,0.87957,0.86234,0.86318,56630.59
15.08.2008 01:30:00.000 GMT+0430,0.86324,0.86922,0.86097,0.86530,49827.09929999999
16.08.2008 01:30:00.000 GMT+0430,0.86530,0.86530,0.86530,0.86530,0
17.08.2008 01:30:00.000 GMT+0430,0.86530,0.86530,0.86530,0.86530,0
18.08.2008 01:30:00.000 GMT+0430,0.87197,0.87570,0.86467,0.86522,46260.90999999999
19.08.2008 01:30:00.000 GMT+0430,0.86527,0.87432,0.86242,0.87337,54263.710199999994
20.08.2008 01:30:00.000 GMT+0430,0.87332,0.87427,0.86727,0.87259,47521.8702
21.08.2008 01:30:00.000 GMT+0430,0.87263,0.88122,0.86497,0.87837,53677.05
22.08.2008 01:30:00.000 GMT+0430,0.87838,0.88047,0.86478,0.86630,39375.029800000004
23.08.2008 01:30:00.000 GMT+0430,0.86630,0.86630,0.86630,0.86630,0
24.08.2008 01:30:00.000 GMT+0430,0.86630,0.86630,0.86630,0.86630,0
25.08.2008 01:30:00.000 GMT+0430,0.86397,0.86887,0.85568,0.85912,43366.570100000004
26.08.2008 01:30:00.000 GMT+0430,0.85907,0.86097,0.84930,0.85807,55531.22030000001
27.08.2008 01:30:00.000 GMT+0430,0.85813,0.86371,0.85327,0.86018,57473.479899999984
28.08.2008 01:30:00.000 GMT+0430,0.86022,0.86930,0.85895,0.86367,58941.839799999994
29.08.2008 01:30:00.000 GMT+0430,0.86368,0.86577,0.85547,0.85857,42046.7901
30.08.2008 01:30:00.000 GMT+0430,0.85857,0.85857,0.85857,0.85857,0
31.08.2008 01:30:00.000 GMT+0430,0.85857,0.85857,0.85857,0.85857,0
01.09.2008 01:30:00.000 GMT+0430,0.85388,0.85857,0.84677,0.85017,31464.3503
02.09.2008 01:30:00.000 GMT+0430,0.85018,0.85340,0.82688,0.83263,70597.39929999999
03.09.2008 01:30:00.000 GMT+0430,0.83254,0.84030,0.82318,0.83527,69320.67030000001
04.09.2008 01:30:00.000 GMT+0430,0.83522,0.83937,0.80971,0.81590,66231.23020000002
05.09.2008 01:30:00.000 GMT+0430,0.81592,0.82252,0.80277,0.81269,64790.55969999999
06.09.2008 01:30:00.000 GMT+0430,0.81269,0.81269,0.81269,0.81269,0
07.09.2008 01:30:00.000 GMT+0430,0.81269,0.81269,0.81269,0.81269,0
08.09.2008 01:30:00.000 GMT+0430,0.83055,0.83527,0.80747,0.81197,66518.19989999999
09.09.2008 01:30:00.000 GMT+0430,0.81207,0.81767,0.79791,0.80217,75695.0506
10.09.2008 01:30:00.000 GMT+0430,0.80215,0.81307,0.79413,0.79644,66903.47980000002
11.09.2008 01:30:00.000 GMT+0430,0.79639,0.80975,0.78993,0.80238,68122.5299
12.09.2008 01:30:00.000 GMT+0430,0.80237,0.82330,0.80078,0.82268,60356.7597
13.09.2008 01:30:00.000 GMT+0430,0.82268,0.82268,0.82268,0.82268,0
14.09.2008 01:30:00.000 GMT+0430,0.82268,0.82268,0.82268,0.82268,0
15.09.2008 01:30:00.000 GMT+0430,0.82138,0.82602,0.79197,0.79347,74195.3499
16.09.2008 01:30:00.000 GMT+0430,0.79353,0.80746,0.78507,0.80447,57682.54980000001
17.09.2008 01:30:00.000 GMT+0430,0.80450,0.80622,0.77997,0.79377,58719.779800000004
18.09.2008 01:30:00.000 GMT+0430,0.79372,0.80950,0.78625,0.80460,71690.2593
19.09.2008 01:30:00.000 GMT+0430,0.80460,0.83604,0.80089,0.83357,90900.14040000002
20.09.2008 01:30:00.000 GMT+0430,0.83357,0.83357,0.83357,0.83357,0
21.09.2008 00:30:00.000 GMT+0330,0.83357,0.83357,0.83357,0.83357,0
22.09.2008 00:30:00.000 GMT+0330,0.83689,0.85190,0.82830,0.84400,92766.581
23.09.2008 00:30:00.000 GMT+0330,0.84390,0.84680,0.82770,0.83270,92569.2304
24.09.2008 00:30:00.000 GMT+0330,0.83265,0.84250,0.82914,0.83395,82687.83009999999
25.09.2008 00:30:00.000 GMT+0330,0.83385,0.84250,0.83175,0.83487,79195.07930000001
26.09.2008 00:30:00.000 GMT+0330,0.83497,0.83768,0.82389,0.83081,79976.03990000002
27.09.2008 00:30:00.000 GMT+0330,0.83081,0.83081,0.83081,0.83081,0
28.09.2008 00:30:00.000 GMT+0330,0.83081,0.83081,0.83081,0.83081,0
29.09.2008 00:30:00.000 GMT+0330,0.82710,0.83285,0.80015,0.80430,84091.0999
30.09.2008 00:30:00.000 GMT+0330,0.80430,0.80960,0.78663,0.79220,91989.9103
01.10.2008 00:30:00.000 GMT+0330,0.79220,0.80190,0.78685,0.78740,81524.29990000001
02.10.2008 00:30:00.000 GMT+0330,0.78740,0.79420,0.76980,0.77240,74636.00970000001
03.10.2008 00:30:00.000 GMT+0330,0.77230,0.78162,0.77087,0.77331,75799.4909
04.10.2008 00:30:00.000 GMT+0330,0.77331,0.77331,0.77331,0.77331,0
05.10.2008 00:30:00.000 GMT+0330,0.77331,0.77331,0.77331,0.77331,0
06.10.2008 00:30:00.000 GMT+0330,0.77138,0.77331,0.70010,0.72190,97967.96990000001
07.10.2008 00:30:00.000 GMT+0330,0.72190,0.73535,0.70500,0.70550,99365.721
08.10.2008 00:30:00.000 GMT+0330,0.70550,0.71555,0.64625,0.66390,110912.0405
09.10.2008 00:30:00.000 GMT+0330,0.66390,0.71320,0.66230,0.68350,90172.96979999999
10.10.2008 00:30:00.000 GMT+0330,0.68350,0.68745,0.63291,0.64233,104419.6898
11.10.2008 00:30:00.000 GMT+0330,0.64233,0.64233,0.64233,0.64233,0
12.10.2008 00:30:00.000 GMT+0330,0.64233,0.64233,0.64233,0.64233,0
13.10.2008 00:30:00.000 GMT+0330,0.67921,0.69985,0.64233,0.69835,79772.6008
14.10.2008 00:30:00.000 GMT+0330,0.69830,0.72380,0.69370,0.69637,98381.84
15.10.2008 00:30:00.000 GMT+0330,0.69625,0.70740,0.65820,0.66100,93221.17009999997
16.10.2008 00:30:00.000 GMT+0330,0.66110,0.69125,0.65093,0.69050,82124.81550000001
17.10.2008 00:30:00.000 GMT+0330,0.69050,0.70080,0.67308,0.68827,77441.82990000001
18.10.2008 00:30:00.000 GMT+0330,0.68827,0.68827,0.68827,0.68827,0
19.10.2008 00:30:00.000 GMT+0330,0.68827,0.68827,0.68827,0.68827,0
20.10.2008 00:30:00.000 GMT+0330,0.69129,0.70480,0.68827,0.70410,67083.7604
21.10.2008 00:30:00.000 GMT+0330,0.70420,0.70590,0.67050,0.67070,75646.5803
22.10.2008 00:30:00.000 GMT+0330,0.67070,0.68245,0.66283,0.67265,76878.21019999999
23.10.2008 00:30:00.000 GMT+0330,0.67255,0.67530,0.65260,0.66865,69667.10979999999
24.10.2008 00:30:00.000 GMT+0330,0.66870,0.67475,0.60521,0.62146,78014.9098
